buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,predicted_win_prob,owned_sets,rank,points
1,0,1,0,0,1,1,0,0,0,4,50.0,0.08878744673010532,"brown, pink, yellow, green",978,978
1,0,1,1,0,1,1,0,1,0,4,50.0,0.08874585263986715,"brown, pink, orange, yellow, green, stations",979,979
0,0,1,1,0,0,1,0,0,1,4,50.0,0.08874360297914531,"pink, orange, green, utilities",980,980
0,0,1,1,1,0,0,0,0,0,4,50.0,0.08872497339955127,"pink, orange, red",981,981
1,0,1,1,1,0,1,0,1,0,4,50.0,0.08863522715162231,"brown, pink, orange, red, green, stations",982,982
1,0,1,1,1,0,0,0,0,0,4,50.0,0.08862506581426141,"brown, pink, orange, red",983,983
1,0,1,0,0,0,1,0,1,0,4,50.0,0.08858260611712701,"brown, pink, green, stations",984,984
1,0,1,0,1,1,1,0,1,0,4,50.0,0.08854581477809378,"brown, pink, red, yellow, green, stations",985,985
1,0,1,1,0,1,0,0,1,0,4,50.0,0.08854306276527439,"brown, pink, orange, yellow, stations",986,986
1,0,1,0,0,0,1,0,1,1,4,50.0,0.08848659166089583,"brown, pink, green, stations, utilities",987,987
1,0,1,0,0,0,0,0,1,1,4,50.0,0.08847289228305026,"brown, pink, stations, utilities",988,988
1,0,1,0,0,1,0,0,1,0,4,50.0,0.08837200714391154,"brown, pink, yellow, stations",989,989
1,0,1,1,1,0,0,0,1,1,4,50.0,0.08823715534890791,"brown, pink, orange, red, stations, utilities",990,990
0,0,1,1,1,0,0,0,1,0,4,50.0,0.088118114406366,"pink, orange, red, stations",991,991
1,0,1,1,0,0,0,0,1,1,4,50.0,0.08801371334812366,"brown, pink, orange, stations, utilities",992,992
1,0,1,1,0,0,0,0,1,0,4,50.0,0.08799523624608603,"brown, pink, orange, stations",993,993
0,0,1,1,1,0,1,0,1,0,4,50.0,0.08773553763550154,"pink, orange, red, green, stations",994,994
0,0,1,1,0,0,1,0,1,1,4,50.0,0.087121546049643,"pink, orange, green, stations, utilities",995,995
0,0,1,1,0,1,0,0,1,0,4,50.0,0.08703429623778663,"pink, orange, yellow, stations",996,996
0,0,1,1,0,1,1,0,1,0,4,50.0,0.08695799431905793,"pink, orange, yellow, green, stations",997,997
0,0,1,1,0,1,1,0,0,1,4,50.0,0.08694194306029294,"pink, orange, yellow, green, utilities",998,998
0,0,1,1,0,0,1,1,0,0,4,50.0,0.08687468150589787,"pink, orange, green, indigo",999,999
0,0,1,1,1,0,0,0,0,1,4,50.0,0.08682142938110964,"pink, orange, red, utilities",1000,1000
0,0,1,1,1,0,1,0,0,1,4,50.0,0.08624938939292714,"pink, orange, red, green, utilities",1001,1001
0,0,1,1,1,0,0,0,1,1,4,50.0,0.08611336594098667,"pink, orange, red, stations, utilities",1002,1002
0,0,1,1,1,0,0,1,0,0,4,50.0,0.0855369113825899,"pink, orange, red, indigo",1003,1003
0,0,1,1,0,0,1,1,0,1,4,50.0,0.08552836674414699,"pink, orange, green, indigo, utilities",1004,1004
0,0,1,1,1,0,1,1,0,0,4,50.0,0.085471916651191,"pink, orange, red, green, indigo",1005,1005
0,0,1,1,1,0,0,1,0,1,4,50.0,0.08546695197457281,"pink, orange, red, indigo, utilities",1006,1006
0,0,1,1,0,1,1,1,0,0,4,50.0,0.0854537720111404,"pink, orange, yellow, green, indigo",1007,1007
0,0,1,1,0,1,1,0,1,1,4,50.0,0.0853780637503652,"pink, orange, yellow, green, stations, utilities",1008,1008
0,0,1,1,0,0,1,1,1,0,4,50.0,0.0853468877464094,"pink, orange, green, indigo, stations",1009,1009
0,0,1,1,0,1,0,1,0,1,4,50.0,0.0853112918690807,"pink, orange, yellow, indigo, utilities",1010,1010
0,0,1,1,0,1,0,1,0,0,4,50.0,0.08528717995894897,"pink, orange, yellow, indigo",1011,1011
0,0,1,1,0,1,0,0,1,1,4,50.0,0.08523924745228306,"pink, orange, yellow, stations, utilities",1012,1012
0,0,1,1,1,0,1,0,1,1,4,50.0,0.08513066731641161,"pink, orange, red, green, stations, utilities",1013,1013
0,0,1,1,0,1,1,1,1,0,4,50.0,0.08497605777273227,"pink, orange, yellow, green, indigo, stations",1014,1014
0,0,1,1,0,1,0,1,1,0,4,50.0,0.08481198744839522,"pink, orange, yellow, indigo, stations",1015,1015
0,0,1,1,0,1,1,1,0,1,4,50.0,0.08459150845953638,"pink, orange, yellow, green, indigo, utilities",1016,1016
0,0,1,1,1,0,1,1,1,0,4,50.0,0.08453405267863076,"pink, orange, red, green, indigo, stations",1017,1017
0,0,1,1,1,0,1,1,0,1,4,50.0,0.08442952443314802,"pink, orange, red, green, indigo, utilities",1018,1018
0,0,1,1,1,0,0,1,1,1,4,50.0,0.08364494329275846,"pink, orange, red, indigo, stations, utilities",1019,1019
0,0,1,1,1,0,1,1,1,1,4,50.0,0.08345383097331616,"pink, orange, red, green, indigo, stations, utilities",1020,1020
0,0,1,1,0,1,1,1,1,1,4,50.0,0.08337079485717297,"pink, orange, yellow, green, indigo, stations, utilities",1021,1021
0,0,1,1,1,0,0,1,1,0,4,50.0,0.08309920354468694,"pink, orange, red, indigo, stations",1022,1022
0,0,1,1,0,1,0,1,1,1,4,50.0,0.08288458292018885,"pink, orange, yellow, indigo, stations, utilities",1023,1023
0,0,1,1,0,0,1,1,1,1,4,50.0,0.08238260453658217,"pink, orange, green, indigo, stations, utilities",1024,1024
